Source,WM/Reuters,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,IMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Publication date,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Oct-2024,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Oct-2024,01-Apr-2026,01-Apr-2026,01-Apr-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Series ID,FXRUSD,FXRTWI,FXRCR,FXRJY,FXREUR,FXRSKW,FXRUKPS,FXRSD,FXRIRE,FXRTB,FXRNZD,FXRNTD,FXRMR,FXRIR,FXRVD,FXRUAED,FXRPNGK,FXRHKD,FXRCD,FXRSARD,FXRSF,FXRPHP,FXRSDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Oct-2025,0.6596,61.50,4.6837,100.34,0.5670,946.12,0.4978,0.8544,58.18,21.37,1.1410,20.16,2.7641,10972,17367,,,5.1259,0.9197,,0.5239,38.78,0.4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Oct-2025,0.6595,61.50,4.6807,100.75,0.5669,938.44,0.4990,0.8547,58.35,21.38,1.1396,20.25,2.7683,10973,17361,,,5.1246,0.9186,,0.5261,38.77,0.4837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Oct-2025,0.6551,61.20,4.6578,100.84,0.5662,934.57,0.4979,0.8516,58.11,21.19,1.1427,20.12,2.7465,10894,17234,,,5.0889,0.9163,,0.5252,38.58,0.4817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Nov-2025,0.6554,61.30,4.6636,100.98,0.5682,935.27,0.4987,0.8533,58.19,21.25,1.1446,20.19,2.7504,10920,17240,,,5.0942,0.9183,,0.5273,38.50,0.4825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Nov-2025,0.6532,61.20,4.6542,100.64,0.5674,940.87,0.4977,0.8527,57.85,21.25,1.1482,20.18,2.7464,10915,17198,,,5.0779,0.9188,,0.5287,38.32,0.4816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Nov-2025,0.6492,60.90,4.6279,99.64,0.5650,939.96,0.4984,0.8485,57.56,21.14,1.1478,20.09,2.7218,10857,17090,,,5.0471,0.9161,,0.5256,38.15,0.4791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Nov-2025,0.6514,61.10,4.6410,100.28,0.5661,942.64,0.4987,0.8505,57.72,21.14,1.1497,20.15,2.7245,10888,17147,,,5.0644,0.9187,,0.5272,38.34,0.4809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Nov-2025,0.6476,60.70,4.6123,99.16,0.5614,943.55,0.4937,0.8445,57.44,20.98,1.1527,20.05,2.7044,10817,17038,,,5.0348,0.9147,,0.5229,38.29,0.4775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Nov-2025,0.6525,61.10,4.6457,100.41,0.5644,948.48,0.4961,0.8496,57.86,21.13,1.1577,20.22,2.7183,10873,17162,,,5.0738,0.9153,,0.5260,38.38,0.4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Nov-2025,0.6524,61.20,4.6468,100.67,0.5645,957.33,0.4955,0.8501,57.87,21.16,1.1569,20.22,2.7071,10894,17165,,,5.0718,0.9158,,0.5249,38.47,0.4802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-2025,0.6521,61.20,4.6426,100.91,0.5635,958.07,0.4966,0.8502,57.80,21.21,1.1546,20.25,2.6951,10906,17178,,,5.0675,0.9141,,0.5223,38.54,0.4799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Nov-2025,0.6557,61.40,4.6571,101.52,0.5657,961.65,0.4997,0.8533,58.15,21.20,1.1597,20.39,2.7087,10969,17284,,,5.0949,0.9185,,0.5236,38.74,0.4827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Nov-2025,0.6533,61.10,4.6342,100.90,0.5612,949.02,0.4970,0.8490,57.97,21.13,1.1500,20.33,2.6998,10912,17218,,,5.0756,0.9164,,0.5174,38.43,0.4803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Nov-2025,0.6523,61.10,4.6346,100.88,0.5622,952.22,0.4960,0.8486,57.81,21.15,1.1508,20.33,2.7064,10914,17189,,,5.0703,0.9152,,0.5185,38.52,0.4794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Nov-2025,0.6481,60.80,4.6091,100.48,0.5587,949.76,0.4924,0.8446,57.44,21.05,1.1469,20.23,2.7071,10862,17094,,,5.0436,0.9106,,0.5148,38.26,0.4765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Nov-2025,0.6484,60.80,4.6100,100.72,0.5597,951.01,0.4935,0.8446,57.36,21.03,1.1515,20.24,2.6896,10852,17103,,,5.0509,0.9077,,0.5188,38.17,0.4773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Nov-2025,0.6487,61.00,4.6161,102.11,0.5631,952.87,0.4967,0.8482,57.56,21.06,1.1565,20.26,2.7012,10853,17111,,,5.0497,0.9117,,0.5233,38.33,0.4776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Nov-2025,0.6446,60.60,4.5847,101.38,0.5587,948.66,0.4924,0.8431,57.14,20.93,1.1521,20.20,2.6712,10773,17001,,,5.0181,0.9083,,0.5186,37.97,0.4760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Nov-2025,0.6461,60.80,4.5927,101.15,0.5608,953.84,0.4932,0.8446,57.63,20.99,1.1525,20.33,2.6768,10798,17039,,,5.0289,0.9107,,0.5222,38.08,0.4771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Nov-2025,0.6454,60.70,4.5792,101.20,0.5605,951.38,0.4927,0.8421,57.55,20.89,1.1523,20.31,2.6694,10761,17026,,,5.0188,0.9112,,0.5223,38.01,0.4759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Nov-2025,0.6503,60.90,4.6055,101.48,0.5614,953.60,0.4931,0.8462,58.02,20.97,1.1429,20.39,2.6874,10843,17151,,,5.0580,0.9154,,0.5242,38.26,0.4795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Nov-2025,0.6536,61.20,4.6274,101.97,0.5634,955.56,0.4930,0.8475,58.32,21.05,1.1413,20.49,2.7000,10880,17237,,,5.0836,0.9171,,0.5254,38.43,0.4811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Nov-2025,0.6533,61.20,4.6228,102.05,0.5638,957.89,0.4935,0.8468,58.44,21.02,1.1425,20.50,2.6981,10887,17228,,,5.0848,0.9169,,0.5258,38.37,0.4809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Dec-2025,0.6545,61.30,4.6302,101.81,0.5643,962.39,0.4948,0.8486,58.56,20.98,1.1418,20.57,2.7057,10909,17257,,,5.0974,0.9152,,0.5263,38.35,0.4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Dec-2025,0.6550,61.30,4.6339,101.94,0.5642,961.64,0.4956,0.8497,58.83,20.96,1.1441,20.61,2.7065,10888,17280,,,5.1006,0.9169,,0.5270,38.32,0.4809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Dec-2025,0.6580,61.50,4.6486,102.43,0.5652,967.09,0.4973,0.8526,59.29,20.97,1.1438,20.64,2.7166,10943,17358,,,5.1212,0.9192,,0.5277,38.66,0.4836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Dec-2025,0.6614,61.80,4.6756,102.83,0.5674,974.74,0.4961,0.8575,59.72,21.17,1.1459,20.73,2.7233,11009,17441,,,5.1477,0.9233,,0.5296,39.14,0.4849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Dec-2025,0.6620,61.90,4.6810,102.56,0.5681,974.66,0.4964,0.8577,59.54,21.21,1.1475,20.75,2.7225,11026,17457,,,5.1529,0.9238,,0.5317,39.04,0.4848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Dec-2025,0.6645,62.10,4.6970,103.05,0.5701,976.52,0.4981,0.8609,59.95,21.17,1.1487,20.70,2.7311,11091,17521,,,5.1702,0.9187,,0.5339,39.17,0.4873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Dec-2025,0.6647,62.10,4.6990,103.67,0.5708,977.17,0.4986,0.8624,59.78,21.18,1.1480,20.72,2.7379,11082,17521,,,5.1712,0.9203,,0.5361,39.27,0.4876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Dec-2025,0.6641,62.10,4.6900,104.02,0.5711,976.96,0.4991,0.8610,59.65,21.13,1.1502,20.74,2.7368,11078,17508,,,5.1683,0.9201,,0.5354,39.33,0.4873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Dec-2025,0.6639,62.00,4.6885,103.46,0.5679,977.84,0.4966,0.8593,59.90,21.11,1.1451,20.74,2.7266,11068,17492,,,5.1646,0.9172,,0.5308,39.27,0.4874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Dec-2025,0.6661,62.10,4.6998,103.75,0.5678,981.43,0.4975,0.8603,60.19,21.12,1.1469,20.80,2.7280,11083,17524,,,5.1846,0.9177,,0.5296,39.34,0.4875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Dec-2025,0.6646,62.00,4.6855,103.18,0.5664,978.62,0.4975,0.8581,60.29,20.93,1.1508,20.78,2.7182,11078,17489,,,5.1717,0.9149,,0.5292,39.28,0.4862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Dec-2025,0.6637,61.90,4.6746,102.75,0.5648,979.09,0.4965,0.8565,60.28,20.91,1.1483,20.89,2.7099,11078,17477,,,5.1626,0.9138,,0.5284,39.08,0.4850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Dec-2025,0.6616,61.70,4.6608,102.64,0.5641,979.23,0.4939,0.8548,59.80,20.79,1.1456,20.91,2.7033,11049,17432,,,5.1464,0.9114,,0.5268,38.80,0.4831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2025,0.6602,61.60,4.6494,102.82,0.5623,975.68,0.4938,0.8526,59.69,20.76,1.1460,20.83,2.6986,11040,17386,,,5.1370,0.9098,,0.5251,38.71,0.4832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Dec-2025,0.6609,61.70,4.6535,103.15,0.5640,977.06,0.4942,0.8534,59.51,20.77,1.1470,20.86,2.6981,11067,17391,,,5.1427,0.9112,,0.5255,38.77,0.4834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Dec-2025,0.6628,61.90,4.6663,104.27,0.5655,981.53,0.4947,0.8563,59.42,20.71,1.1487,20.92,2.7036,11120,17446,,,5.1570,0.9143,,0.5266,38.92,0.4853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Dec-2025,0.6669,62.10,4.6874,104.04,0.5664,989.72,0.4944,0.8580,59.84,20.79,1.1469,21.00,2.7119,11194,17559,,,5.1875,0.9161,,0.5266,39.17,0.4878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-2025,0.6709,62.30,4.7127,104.55,0.5690,977.17,0.4964,0.8606,60.22,20.83,1.1486,21.08,2.7218,11251,17651,,,5.2160,0.9181,,0.5282,39.48,0.4893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Dec-2025,0.6722,62.40,4.7122,105.11,0.5714,963.36,0.4981,0.8638,60.46,20.99,1.1538,21.10,2.7254,11283,17672,,,5.2252,0.9187,,0.5308,39.54,0.4907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Dec-2025,0.6711,62.30,4.6980,104.75,0.5698,963.67,0.4967,0.8622,60.35,21.16,1.1543,21.04,2.7203,11263,17623,,,5.2200,0.9185,,0.5291,39.47,0.4898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Dec-2025,0.6693,62.20,4.6777,104.83,0.5704,963.62,0.4973,0.8595,60.15,21.09,1.1584,21.00,2.7170,11174,17599,,,5.2086,0.9168,,0.5305,39.37,0.4883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jan-2026,0.6699,62.20,4.6813,105.05,0.5699,966.77,0.4970,0.8607,60.27,21.11,1.1628,21.04,2.7181,11208,17606,,,5.2187,0.9188,,0.5306,39.44,0.4892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jan-2026,0.6673,62.10,4.6594,104.96,0.5712,965.62,0.4970,0.8594,60.22,20.95,1.1603,20.93,2.7199,11183,17530,,,5.1986,0.9189,,0.5300,39.38,0.4877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jan-2026,0.6726,62.40,4.6956,105.18,0.5732,971.50,0.4962,0.8611,60.62,20.99,1.1599,21.15,2.7267,11273,17679,,,5.2375,0.9258,,0.5321,39.76,0.4920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jan-2026,0.6761,62.80,4.7236,105.84,0.5783,979.11,0.5006,0.8662,60.79,21.11,1.1693,21.27,2.7385,11346,17771,,2.8807,5.2652,0.9338,,0.5377,40.06,0.4940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jan-2026,0.6707,62.40,4.6860,105.10,0.5742,971.99,0.4983,0.8608,60.25,21.09,1.1634,21.20,2.7254,11261,17620,,2.8577,5.2235,0.9300,,0.5347,39.65,0.4904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jan-2026,0.6698,62.40,4.6758,105.30,0.5747,975.53,0.4985,0.8611,60.31,21.05,1.1657,21.21,2.7227,11272,17594,,2.8551,5.2212,0.9289,,0.5356,39.61,0.4901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jan-2026,0.6696,62.40,4.6707,105.89,0.5745,983.58,0.4989,0.8618,60.38,20.95,1.1657,21.20,2.7233,11279,17594,,2.8542,5.2192,0.9305,,0.5350,39.67,0.4906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-2026,0.6711,62.50,4.6814,106.54,0.5753,989.17,0.4981,0.8633,60.57,21.03,1.1613,21.24,2.7220,11325,17632,,2.8618,5.2336,0.9308,,0.5350,39.78,0.4911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jan-2026,0.6697,62.50,4.6718,106.62,0.5751,989.80,0.4983,0.8628,60.37,21.06,1.1659,21.19,2.7156,11295,17596,,2.8559,5.2226,0.9300,,0.5367,39.76,0.4904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jan-2026,0.6675,62.20,4.6526,105.86,0.5737,983.36,0.4972,0.8600,60.28,21.01,1.1643,21.10,2.7037,11267,17536,,2.8477,5.2052,0.9280,,0.5347,39.68,0.4891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jan-2026,0.6707,62.50,4.6722,106.15,0.5776,988.18,0.5009,0.8634,60.66,21.03,1.1648,21.15,2.7220,11325,17621,,2.8626,5.2300,0.9315,,0.5382,39.83,0.4917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jan-2026,0.6692,62.30,4.6599,105.63,0.5753,986.17,0.4996,0.8605,60.80,20.94,1.1586,21.08,2.7143,11326,17582,,2.8562,5.2170,0.9297,,0.5345,39.76,0.4907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-2026,0.6738,62.70,4.6903,106.48,0.5776,994.80,0.5013,0.8658,61.34,20.98,1.1553,21.32,2.7306,11436,17696,,2.8770,5.2538,0.9333,,0.5365,40.08,0.4940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jan-2026,0.6733,62.70,4.6908,106.41,0.5745,990.09,0.5010,0.8644,61.50,20.91,1.1541,21.30,2.7309,11422,17687,,2.8749,5.2503,0.9317,,0.5325,39.95,0.4918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jan-2026,0.6805,63.40,4.7378,107.96,0.5820,1000.82,0.5066,0.8738,62.33,21.38,1.1617,21.52,2.7543,11506,17879,,2.9069,5.3050,0.9406,,0.5408,40.26,0.4976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jan-2026,0.6850,63.70,4.7698,108.61,0.5830,1005.00,0.5075,0.8763,62.75,21.34,1.1587,21.61,2.7451,11533,17981,,2.9261,5.3418,0.9446,,0.5412,40.46,0.5013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-2026,0.6912,63.90,4.8094,106.87,0.5822,1001.65,0.5054,0.8775,63.45,21.52,1.1588,21.75,2.7334,11618,18067,,2.9538,5.3900,0.9492,,0.5376,40.84,0.5058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jan-2026,0.6993,64.20,4.8570,106.68,0.5828,995.87,0.5067,0.8812,64.07,21.64,1.1618,21.83,2.7392,11664,18245,,2.9897,5.4551,0.9506,,0.5351,41.15,0.5117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jan-2026,0.7091,65.20,4.9263,108.49,0.5915,1011.03,0.5124,0.8947,65.22,22.02,1.1640,22.19,2.7889,11906,18479,,3.0316,5.5328,0.9588,,0.5426,41.73,0.5189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jan-2026,0.7004,64.50,4.8673,107.81,0.5874,1005.67,0.5093,0.8873,64.38,21.99,1.1579,21.99,2.7578,11763,18145,,2.9957,5.4683,0.9468,,0.5382,41.26,0.5067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Feb-2026,0.6942,64.20,4.8267,107.49,0.5852,1012.63,0.5074,0.8830,63.66,21.96,1.1533,21.98,2.7388,11665,18028,,2.9705,5.4211,0.9472,,0.5362,40.90,0.5022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Feb-2026,0.7010,64.70,4.8643,108.94,0.5936,1015.40,0.5121,0.8903,63.32,22.07,1.1616,22.14,2.7609,11759,18240,,2.9996,5.4766,0.9578,,0.5456,41.27,0.5088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Feb-2026,0.7024,64.80,4.8730,109.78,0.5934,1018.87,0.5121,0.8926,63.54,22.16,1.1639,22.18,2.7583,11783,18261,,3.0068,5.4892,0.9579,,0.5442,41.41,0.5112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Feb-2026,0.6972,64.50,4.8421,109.34,0.5914,1021.15,0.5117,0.8884,63.04,22.21,1.1647,22.09,2.7525,11730,18105,,2.9846,5.4441,0.9540,,0.5426,41.02,0.5071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Feb-2026,0.6944,64.30,4.8191,108.78,0.5888,1019.41,0.5121,0.8845,62.67,22.03,1.1633,21.98,2.7460,11721,18027,,2.9739,5.4242,0.9510,,0.5392,40.66,0.5059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Feb-2026,0.7025,64.90,4.8707,110.07,0.5940,1030.36,0.5164,0.8928,63.61,21.96,1.1679,22.23,2.7671,11839,18221,,3.0099,5.4893,0.9594,,0.5449,41.06,0.5117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Feb-2026,0.7075,65.20,4.8897,109.85,0.5941,1031.96,0.5171,0.8952,64.15,22.05,1.1717,22.31,2.7769,11885,18309,,3.0313,5.5301,0.9591,,0.5427,41.35,0.5138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-2026,0.7112,65.40,4.9153,109.04,0.5972,1034.80,0.5206,0.8985,64.41,22.14,1.1738,22.35,2.7922,11935,18451,,3.0484,5.5582,0.9620,,0.5450,41.48,0.5156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2026,0.7116,65.40,4.9121,108.77,0.5999,1025.13,0.5223,0.8982,64.46,22.12,1.1770,22.32,2.7802,11976,18477,,3.0502,5.5631,0.9666,,0.5490,41.37,0.5154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2026,0.7086,65.10,4.8940,108.59,0.5973,1022.76,0.5206,0.8952,64.27,22.03,1.1743,22.29,2.7628,11936,18402,,3.0386,5.5388,0.9650,,0.5456,41.09,0.5135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2026,0.7087,65.10,4.8935,108.59,0.5974,1023.43,0.5196,0.8945,64.28,21.99,1.1747,22.33,2.7643,11934,18405,,3.0403,5.5384,0.9650,,0.5448,41.08,0.5142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2026,0.7069,65.00,4.8811,108.23,0.5970,1020.83,0.5193,0.8925,64.16,22.06,1.1709,22.27,2.7569,11903,18358,,3.0326,5.5248,0.9641,,0.5439,40.99,0.5129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2026,0.7070,65.10,4.8818,108.60,0.5970,1020.98,0.5216,0.8935,64.11,22.09,1.1785,22.28,2.7573,11935,18361,,3.0343,5.5253,0.9652,,0.5452,40.91,0.5133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2026,0.7051,65.00,4.8686,109.38,0.5980,1023.15,0.5229,0.8941,63.94,22.03,1.1813,22.22,2.7615,11927,18311,,3.0262,5.5102,0.9662,,0.5451,40.90,0.5119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-2026,0.7033,64.90,4.8562,109.16,0.5984,1019.43,0.5233,0.8928,63.98,21.97,1.1830,22.16,2.7492,11873,18264,,3.0198,5.4958,0.9631,,0.5457,40.89,0.5119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Feb-2026,0.7071,65.10,4.8825,109.17,0.5981,1020.63,0.5230,0.8943,64.13,21.92,1.1817,22.23,2.7513,11882,18406,,3.0374,5.5268,0.9667,,0.5462,40.83,0.5151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Feb-2026,0.7060,65.10,4.8690,109.61,0.5998,1021.19,0.5236,0.8950,64.22,21.96,1.1850,22.20,2.7548,11888,18479,,3.0326,5.5237,0.9678,,0.5482,40.81,0.5138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-2026,0.7107,65.40,4.8844,110.68,0.6025,1016.69,0.5258,0.8988,64.62,22.05,1.1883,22.24,2.7671,11945,18588,,3.0541,5.5590,0.9726,,0.5492,40.91,0.5174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Feb-2026,0.7127,65.40,4.8719,111.11,0.6031,1018.02,0.5257,0.8999,64.76,22.14,1.1872,22.25,2.7706,11944,18603,,3.0627,5.5749,0.9743,,0.5503,41.02,0.5189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Feb-2026,0.7126,65.50,4.8851,110.87,0.6033,1021.19,0.5280,0.9001,64.82,22.10,1.1893,22.25,2.7688,11949,18560,,3.0623,5.5757,0.9738,,0.5506,41.02,0.5180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-2026,0.7094,65.40,4.8746,111.04,0.6019,1021.68,0.5279,0.8997,64.84,22.24,1.1873,22.37,2.7716,11953,18569,,3.0499,5.5495,0.9683,,0.5450,41.23,0.5160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Mar-2026,0.7104,65.80,4.8919,111.82,0.6082,1041.30,0.5308,0.9047,64.98,22.34,1.1966,22.48,2.7894,11981,18590,,3.0542,5.5531,0.9713,,0.5548,41.47,0.5183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Mar-2026,0.6996,65.00,4.8422,110.10,0.6034,1035.46,0.5255,0.8947,64.48,22.16,1.1872,22.25,2.7641,11830,18344,,3.0090,5.4651,0.9579,,0.5468,41.02,0.5132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Mar-2026,0.7053,65.40,4.8607,110.82,0.6075,1034.43,0.5289,0.9005,64.61,22.27,1.1896,22.36,2.7821,11910,18495,,3.0335,5.5141,0.9628,,0.5503,41.33,0.5163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Mar-2026,0.7029,65.30,4.8519,110.83,0.6052,1035.02,0.5260,0.8985,64.43,22.32,1.1905,22.30,2.7758,11895,18451,,3.0245,5.4982,0.9602,,0.5487,41.44,0.5149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-2026,0.6993,65.20,4.8396,110.99,0.6067,1044.22,0.5259,0.8971,64.57,22.50,1.1911,22.35,2.7755,11870,18386,,3.0103,5.4651,0.9478,,0.5459,41.71,0.5134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
