Source,WM/Reuters,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,IMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Publication date,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Oct-2024,01-Apr-2026,01-Apr-2026,01-Apr-2026,01-Oct-2024,01-Apr-2026,01-Apr-2026,01-Apr-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Series ID,FXRUSD,FXRTWI,FXRCR,FXRJY,FXREUR,FXRSKW,FXRUKPS,FXRSD,FXRIRE,FXRTB,FXRNZD,FXRNTD,FXRMR,FXRIR,FXRVD,FXRUAED,FXRPNGK,FXRHKD,FXRCD,FXRSARD,FXRSF,FXRPHP,FXRSDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Dec-2023,0.6581,61.20,4.7107,96.92,0.6096,863.99,0.5221,0.8823,54.87,23.14,1.0675,20.72,3.0753,10202,15982,,,5.1415,,,0.5758,36.42,0.4949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Dec-2023,0.6529,60.80,4.6754,95.80,0.6067,865.06,0.5203,0.8767,54.43,23.09,1.0665,20.60,3.0533,10142,15851,,,5.1008,,,0.5716,36.12,0.4918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Dec-2023,0.6618,61.30,4.7354,95.12,0.6137,863.72,0.5257,0.8846,55.16,23.28,1.0726,20.72,3.0886,10257,16047,,,5.1704,,,0.5794,36.60,0.4981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Dec-2023,0.6555,61.00,4.7111,95.43,0.6090,865.03,0.5229,0.8806,54.66,23.16,1.0730,20.65,3.0684,10236,15878,,,5.1189,,,0.5769,36.43,0.4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Dec-2023,0.6591,61.30,4.7302,95.93,0.6122,867.52,0.5241,0.8849,54.95,23.50,1.0722,20.76,3.0876,10304,16002,,,5.1443,,,0.5782,36.64,0.4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Dec-2023,0.6555,61.10,4.7084,95.50,0.6077,864.51,0.5224,0.8811,54.66,23.42,1.0749,20.67,3.0851,10239,15916,,,5.1198,,,0.5740,36.58,0.4932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Dec-2023,0.6712,61.90,4.7879,95.12,0.6158,869.96,0.5311,0.8928,55.93,23.59,1.0767,20.98,3.1301,10417,16256,,,5.2410,,,0.5829,37.43,0.5055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Dec-2023,0.6717,61.70,4.7730,95.19,0.6107,868.38,0.5260,0.8914,55.96,23.42,1.0803,20.97,3.1331,10403,16295,,,5.2444,,,0.5815,37.41,0.5018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2023,0.6714,61.90,4.7866,95.44,0.6152,871.16,0.5288,0.8946,55.72,23.45,1.0765,21.01,3.1455,10413,16318,,,5.2387,,,0.5838,37.49,0.5007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Dec-2023,0.6724,62.10,4.8028,96.44,0.6156,878.69,0.5310,0.8956,55.94,23.52,1.0793,21.09,3.1472,10424,16382,,,5.2418,,,0.5829,37.59,0.5031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Dec-2023,0.6775,62.50,4.8334,97.21,0.6176,879.92,0.5325,0.8996,56.32,23.67,1.0788,21.20,3.1548,10512,16492,,,5.2873,,,0.5835,37.80,0.5069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Dec-2023,0.6748,62.30,4.8226,96.42,0.6163,879.46,0.5338,0.8973,56.18,23.58,1.0799,21.11,3.1392,10480,16421,,,5.2681,0.9013,,,37.55,0.5048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Dec-2023,0.6782,62.50,4.8481,96.56,0.6165,882.30,0.5345,0.8994,56.45,23.55,1.0789,21.16,3.1431,10499,16463,,,5.2968,0.9011,,,37.59,0.5065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-2023,0.6837,62.90,4.8870,97.50,0.6192,885.23,0.5370,0.9047,56.93,23.55,1.0791,21.13,3.1676,10538,16665,,,5.3394,0.9017,,,38.12,0.5096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Dec-2023,0.6842,62.60,4.8709,96.62,0.6158,882.30,0.5342,0.9018,57.00,23.37,1.0782,20.90,3.1590,10557,16628,,,5.3465,0.9035,,,38.00,0.5099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Dec-2023,0.6840,62.60,4.8544,96.77,0.6181,881.06,0.5366,0.9014,56.88,23.35,1.0768,21.00,3.1416,10572,16604,,,5.3448,0.9048,,,37.93,0.5098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jan-2024,0.6820,62.60,4.8595,96.54,0.6188,887.90,0.5364,0.9017,56.82,23.37,1.0819,20.99,3.1389,10556,16596,,,5.3283,0.9040,,,37.91,0.5083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jan-2024,0.6763,62.30,4.8335,95.97,0.6169,884.71,0.5350,0.8968,56.35,23.16,1.0790,20.97,3.1338,10475,16475,,,5.2851,0.9014,,,37.68,0.5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jan-2024,0.6738,62.20,4.8218,96.74,0.6167,882.61,0.5318,0.8957,56.14,23.31,1.0755,20.90,3.1268,10464,16431,,,5.2606,0.8988,,,37.46,0.5043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jan-2024,0.6698,62.00,4.8012,97.02,0.6122,881.68,0.5283,0.8913,55.75,23.17,1.0755,20.79,3.1139,10396,16315,,,5.2313,0.8952,,,37.31,0.5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jan-2024,0.6699,62.00,4.7947,96.79,0.6127,882.06,0.5274,0.8918,55.66,23.42,1.0746,20.75,3.1154,10400,16305,,,5.2302,0.8959,,,37.27,0.5020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jan-2024,0.6719,62.10,4.8103,96.49,0.6131,881.92,0.5271,0.8924,55.83,23.43,1.0749,20.83,3.1220,10427,16364,,,5.2471,0.8974,,,37.57,0.5029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jan-2024,0.6703,62.10,4.8090,97.06,0.6131,884.60,0.5277,0.8927,55.75,23.49,1.0735,20.86,3.1162,10434,16344,,,5.2410,0.8970,,,37.72,0.5017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jan-2024,0.6720,62.20,4.8129,97.70,0.6121,884.09,0.5264,0.8936,55.80,23.55,1.0754,20.89,3.1194,10456,16444,,,5.2528,0.8981,,,37.71,0.5030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jan-2024,0.6704,62.00,4.8023,97.21,0.6107,881.24,0.5249,0.8919,55.64,23.50,1.0735,20.84,3.1130,10427,16425,,,5.2415,0.8970,,,37.56,0.5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jan-2024,0.6693,62.00,4.7986,97.15,0.6106,883.96,0.5247,0.8914,55.45,23.31,1.0741,20.94,3.1122,10413,16384,,,5.2334,0.8963,,,37.45,0.5010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jan-2024,0.6615,61.50,4.7523,96.66,0.6059,880.60,0.5216,0.8847,54.88,23.24,1.0730,20.84,3.1001,10312,16210,,,5.1756,0.8910,,,37.02,0.4951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jan-2024,0.6571,61.40,4.7281,96.82,0.6045,884.79,0.5205,0.8832,54.61,23.38,1.0714,20.76,3.0986,10276,16125,,,5.1419,0.8869,,,36.80,0.4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jan-2024,0.6558,61.30,4.7193,97.01,0.6020,881.32,0.5171,0.8813,54.53,23.37,1.0714,20.70,3.0934,10253,16110,,,5.1280,0.8849,,,36.62,0.4928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jan-2024,0.6579,61.50,4.7341,97.61,0.6043,879.04,0.5177,0.8830,54.70,23.39,1.0787,20.66,3.1036,10282,16149,,,5.1457,0.8874,,,36.80,0.4942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jan-2024,0.6594,61.50,4.7450,97.49,0.6048,881.20,0.5185,0.8839,54.77,23.44,1.0782,20.65,3.1153,10305,16175,,,5.1542,0.8860,,,37.08,0.4953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jan-2024,0.6602,61.60,4.7326,97.66,0.6059,881.00,0.5187,0.8844,54.87,23.50,1.0823,20.71,3.1247,10339,16215,,,5.1615,0.8890,,,37.18,0.4958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jan-2024,0.6575,61.40,4.7176,97.24,0.6052,880.09,0.5176,0.8814,54.66,23.56,1.0775,20.61,3.1126,10329,16184,,,5.1428,0.8857,,,36.98,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jan-2024,0.6575,61.30,4.7093,97.17,0.6046,878.50,0.5173,0.8812,54.66,23.53,1.0768,20.58,3.1110,10382,16176,,,5.1406,0.8888,,,37.02,0.4932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jan-2024,0.6590,61.50,4.7334,97.58,0.6077,880.92,0.5186,0.8837,54.80,23.46,1.0809,20.58,3.1181,10433,16195,,,5.1503,0.8863,,,37.22,0.4948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jan-2024,0.6609,61.60,4.7441,97.41,0.6105,879.98,0.5202,0.8853,54.94,23.36,1.0769,20.61,3.1251,10434,16169,,,5.1645,0.8862,,,37.30,0.4972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jan-2024,0.6574,61.40,4.7211,97.05,0.6075,877.50,0.5184,0.8814,54.64,23.32,1.0745,20.55,3.1098,10374,16057,,,5.1392,0.8821,,,37.05,0.4942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Feb-2024,0.6553,61.10,4.7040,96.19,0.6063,872.74,0.5168,0.8782,54.37,23.27,1.0702,20.56,3.1015,10333,15991,,,5.1222,0.8805,,,36.81,0.4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Feb-2024,0.6597,61.40,4.7363,96.61,0.6067,874.01,0.5175,0.8812,54.66,23.33,1.0723,20.58,3.1197,10337,16097,,,5.1581,0.8824,,,36.89,0.4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Feb-2024,0.6508,60.90,4.6841,96.60,0.6038,867.63,0.5162,0.8749,54.04,23.23,1.0718,20.42,3.0952,10215,15863,,,5.0910,0.8770,,,36.61,0.4883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Feb-2024,0.6515,60.90,4.6866,96.73,0.6061,864.51,0.5190,0.8766,54.10,23.25,1.0730,20.40,3.1008,10245,15867,,,5.0954,0.8805,,,36.69,0.4918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Feb-2024,0.6529,61.00,4.6936,96.61,0.6068,866.79,0.5180,0.8770,54.20,23.17,1.0703,20.48,3.1120,10243,15967,,,5.1059,0.8805,,,36.60,0.4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Feb-2024,0.6523,61.00,4.6930,96.86,0.6051,866.15,0.5165,0.8767,54.11,23.34,1.0672,20.46,3.1089,10199,15932,,,5.1012,0.8777,,,36.46,0.4918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Feb-2024,0.6492,60.80,4.6721,97.00,0.6027,862.30,0.5146,0.8745,53.88,23.35,1.0608,20.36,3.0993,10150,15857,,,5.0775,0.8741,,,36.30,0.4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2024,0.6518,61.00,4.6908,97.26,0.6040,865.75,0.5161,0.8769,54.10,23.39,1.0635,20.44,3.1058,10180,15920,,,5.0975,0.8775,,,36.59,0.4918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2024,0.6516,61.00,4.6894,97.45,0.6054,865.18,0.5167,0.8772,54.10,23.31,1.0684,20.43,3.1055,10155,15915,,,5.0946,0.8771,,,36.51,0.4916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2024,0.6464,60.70,4.6519,97.25,0.6033,864.00,0.5129,0.8726,53.71,23.32,1.0642,20.27,3.0927,10081,15788,,,5.0536,0.8765,,,36.32,0.4875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2024,0.6485,60.80,4.6671,97.37,0.6046,864.72,0.5162,0.8741,53.83,23.43,1.0661,20.37,3.0989,10132,15853,,,5.0708,0.8784,,,36.30,0.4908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2024,0.6518,61.10,4.6908,97.93,0.6058,869.23,0.5180,0.8776,54.11,23.52,1.0689,20.45,3.1146,10193,15974,,,5.0984,0.8789,,,36.48,0.4928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2024,0.6544,61.30,4.7093,98.18,0.6072,873.69,0.5187,0.8804,54.33,23.52,1.0658,20.54,3.1303,10231,16050,,,5.1183,0.8822,,,36.67,0.4940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-2024,0.6531,61.30,4.7008,98.18,0.6065,873.92,0.5189,0.8792,54.20,23.58,1.0637,20.57,3.1297,10226,16023,,,5.1086,0.8821,,,36.65,0.4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Feb-2024,0.6568,61.50,4.7167,98.52,0.6073,876.56,0.5199,0.8822,54.45,23.59,1.0614,20.69,3.1477,10287,16110,,,5.1358,0.8874,,,36.77,0.4954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-2024,0.6559,61.40,4.7182,98.58,0.6056,872.50,0.5189,0.8812,54.38,23.53,1.0591,20.69,3.1434,10241,16129,,,5.1306,0.8844,,,36.68,0.4946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Feb-2024,0.6572,61.50,4.7292,98.93,0.6071,873.60,0.5189,0.8823,54.46,23.63,1.0597,20.76,3.1401,10243,16176,,,5.1416,0.8858,,,36.71,0.4946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Feb-2024,0.6557,61.40,4.7197,98.69,0.6060,872.53,0.5177,0.8816,54.36,23.68,1.0627,20.71,3.1323,10247,16198,,,5.1307,0.8859,,,36.70,0.4941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Feb-2024,0.6544,61.30,4.7104,98.46,0.6029,871.19,0.5159,0.8797,54.24,23.51,1.0620,20.69,3.1274,10243,16124,,,5.1196,0.8836,,,36.65,0.4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Feb-2024,0.6519,61.10,4.6931,98.20,0.6018,870.75,0.5147,0.8771,54.06,23.47,1.0666,20.59,3.1034,10220,16048,,,5.1020,0.8830,,,36.62,0.4907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Feb-2024,0.6519,61.10,4.6907,97.67,0.6017,869.50,0.5146,0.8767,54.04,23.42,1.0680,20.65,3.1050,10251,16065,,,5.1024,0.8847,,,36.60,0.4915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Mar-2024,0.6510,61.00,4.6851,97.90,0.6020,866.74,0.5155,0.8761,53.95,23.38,1.0686,20.58,3.0848,10213,16047,,,5.0959,0.8834,,,36.48,0.4904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Mar-2024,0.6520,61.10,4.6936,97.96,0.6013,867.84,0.5148,0.8763,54.04,23.36,1.0694,20.56,3.0830,10249,16095,,,5.1037,0.8842,,,36.52,0.4915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Mar-2024,0.6502,60.90,4.6802,97.87,0.5992,867.50,0.5126,0.8737,53.91,23.28,1.0680,20.53,3.0732,10241,16059,,,5.0871,0.8832,,,36.40,0.4895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Mar-2024,0.6514,61.00,4.6896,97.67,0.6003,870.38,0.5128,0.8742,54.00,23.31,1.0694,20.58,3.0818,10239,16096,,,5.0964,0.8850,,,36.39,0.4905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Mar-2024,0.6586,61.50,4.7405,97.85,0.6040,876.11,0.5170,0.8807,54.52,23.44,1.0712,20.77,3.1007,10307,16271,,,5.1508,0.8896,,,36.76,0.4953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Mar-2024,0.6626,61.70,4.7650,97.97,0.6053,875.80,0.5174,0.8829,54.85,23.55,1.0734,20.85,3.1086,10339,16336,,,5.1817,0.8912,,,36.93,0.4975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-2024,0.6611,61.50,4.7536,97.12,0.6044,868.93,0.5144,0.8799,54.65,23.44,1.0710,20.80,3.0976,10307,16300,,,5.1697,0.8916,,,36.75,0.4953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-2024,0.6615,61.50,4.7479,97.50,0.6048,866.18,0.5160,0.8804,54.74,23.49,1.0719,20.78,3.0975,10313,16299,,,5.1749,0.8914,,,36.60,0.4953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Mar-2024,0.6614,61.60,4.7544,97.60,0.6055,869.64,0.5171,0.8812,54.80,23.61,1.0734,20.81,3.0997,10301,16313,,,5.1752,0.8926,,,36.67,0.4956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Mar-2024,0.6616,61.60,4.7584,97.86,0.6046,871.82,0.5172,0.8820,54.84,23.59,1.0740,20.85,3.1016,10312,16340,,,5.1745,0.8916,,,36.67,0.4958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-2024,0.6567,61.30,4.7259,97.40,0.6038,873.49,0.5155,0.8783,54.45,23.52,1.0760,20.79,3.0881,10262,16243,,,5.1372,0.8890,,,36.50,0.4921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar-2024,0.6566,61.40,4.7259,97.91,0.6030,875.43,0.5157,0.8787,54.42,23.60,1.0775,20.75,3.0982,10286,16213,,,5.1347,0.8888,,,36.53,0.4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar-2024,0.6529,61.20,4.7000,97.90,0.6006,874.21,0.5134,0.8754,54.15,23.52,1.0770,20.74,3.0872,10260,16141,,,5.1060,0.8847,,,36.43,0.4903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar-2024,0.6526,61.30,4.6982,98.85,0.6005,874.29,0.5131,0.8764,54.19,23.56,1.0805,20.79,3.0923,10271,16170,,,5.1054,0.8861,,,36.62,0.4913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-2024,0.6624,62.00,4.7684,99.88,0.6058,878.13,0.5179,0.8860,55.06,23.83,1.0870,21.08,3.1176,10376,16414,,,5.1803,0.8920,,,37.09,0.4991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-2024,0.6525,61.40,4.7152,98.91,0.6023,873.57,0.5161,0.8794,54.40,23.74,1.0853,20.87,3.0932,10302,16184,,,5.1016,0.8849,,,36.62,0.4905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar-2024,0.6528,61.40,4.7026,98.82,0.6038,875.65,0.5178,0.8795,54.46,23.74,1.0884,20.80,3.0864,10314,16165,,,5.1054,0.8878,,,36.77,0.4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-2024,0.6539,61.50,4.7200,98.98,0.6032,876.10,0.5172,0.8794,54.50,23.78,1.0887,20.92,3.0867,10332,16202,,,5.1151,0.8882,,,36.82,0.4933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-2024,0.6529,61.50,4.7189,99.04,0.6029,879.76,0.5175,0.8795,54.41,23.78,1.0882,20.90,3.0879,10347,16182,,,5.1076,0.8874,,,36.74,0.4920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Mar-2024,0.6532,61.50,4.7193,98.87,0.6035,878.01,0.5171,0.8801,54.46,23.80,1.0901,20.88,3.0926,10369,16206,,,5.1112,0.8868,,,36.72,0.4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2024,0.6490,61.30,4.6952,98.49,0.6047,877.62,0.5173,0.8781,54.10,23.79,1.0913,20.81,3.0821,10332,16117,,,5.0789,0.8813,,,36.58,0.4903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2024,0.6519,61.50,4.7162,98.83,0.6050,879.08,0.5182,0.8810,54.37,23.91,1.0914,20.88,3.0961,10377,16294,,,5.1032,0.8845,,,36.77,0.4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Apr-2024,0.6587,62.10,4.7645,99.92,0.6075,887.97,0.5206,0.8878,54.96,24.16,1.0927,21.12,3.1222,10467,16466,,,5.1566,0.8903,,,37.18,0.4980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Apr-2024,0.6572,62.00,4.7537,99.38,0.6070,888.55,0.5205,0.8868,54.82,24.17,1.0939,21.08,3.1197,10417,16408,,,5.1448,0.8920,,,37.24,0.4953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Apr-2024,0.6579,62.10,4.7591,99.86,0.6073,890.79,0.5209,0.8878,54.79,24.11,1.0939,21.13,3.1296,10424,16426,,,5.1510,0.8949,,,37.17,0.4962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Apr-2024,0.6608,62.30,4.7800,100.38,0.6085,895.29,0.5221,0.8906,55.05,24.15,1.0939,21.21,3.1395,10470,16488,,,5.1745,0.8972,,,37.33,0.4985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Apr-2024,0.6621,62.40,4.7884,100.51,0.6101,897.11,0.5224,0.8905,55.10,24.07,1.0910,21.17,3.1435,10491,16523,,,5.1859,0.8985,,,37.40,0.4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Apr-2024,0.6523,61.70,4.7202,99.79,0.6072,889.61,0.5201,0.8826,54.27,23.88,1.0895,21.02,3.0970,10336,16306,,,5.1120,0.8923,,,36.82,0.4914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-2024,0.6526,61.80,4.7227,99.98,0.6092,896.93,0.5203,0.8847,54.41,23.89,1.0893,21.06,3.1119,10340,16314,,,5.1142,0.8947,,,36.86,0.4944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Apr-2024,0.6488,61.60,4.6964,99.80,0.6087,897.28,0.5204,0.8823,54.13,23.75,1.0904,20.98,3.0996,10280,16282,,,5.0823,0.8920,,,36.83,0.4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-2024,0.6426,61.20,4.6511,99.19,0.6051,895.29,0.5167,0.8771,53.65,23.53,1.0906,20.91,3.0806,10386,16235,,,5.0299,0.8864,,,36.63,0.4882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Apr-2024,0.6408,61.10,4.6395,99.08,0.6038,888.08,0.5158,0.8746,53.53,23.64,1.0867,20.81,3.0714,10410,16267,,,5.0186,0.8864,,,36.72,0.4876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Apr-2024,0.6448,61.30,4.6656,99.49,0.6037,886.30,0.5170,0.8763,53.86,23.71,1.0886,20.85,3.0809,10435,16372,,,5.0488,0.8868,,,36.79,0.4903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-2024,0.6397,60.90,4.6319,98.72,0.6017,884.44,0.5154,0.8722,53.43,23.60,1.0881,20.81,3.0597,10416,16285,,,5.0093,0.8815,,,36.83,0.4858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Apr-2024,0.6434,61.30,4.6603,99.55,0.6034,887.87,0.5195,0.8760,53.67,23.79,1.0888,21.01,3.0787,10433,16375,,,5.0401,0.8833,,,36.98,0.4892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Apr-2024,0.6455,61.50,4.6768,99.90,0.6061,889.28,0.5229,0.8798,53.82,23.90,1.0915,21.08,3.0848,10483,16431,,,5.0584,0.8843,,,37.09,0.4911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Apr-2024,0.6519,62.00,4.7235,100.97,0.6092,893.04,0.5235,0.8864,54.30,24.05,1.0966,21.22,3.1131,10531,16590,,,5.1066,0.8908,,,37.43,0.4959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
